ensembl_gene_id;external_gene_name;chromosome_name;start_position;end_position;strand
ENSMUSG00000015947;Fcgr1;3;96190225;96201285;-1
ENSMUSG00000015950;Ncf1;5;134248907;134258479;-1
ENSMUSG00000015961;Adss;1;177590528;177624077;-1
ENSMUSG00000015962;1700016C15Rik;1;177557380;177580890;1
ENSMUSG00000015966;Il17rb;14;29718092;29730853;-1
ENSMUSG00000015968;Cacna1d;14;29761896;30213412;-1
ENSMUSG00000015970;Chdh;14;29730980;29762484;1
ENSMUSG00000015971;Actr8;14;29700294;29728311;1
ENSMUSG00000015980;Lrrc27;7;138792904;138822895;1
ENSMUSG00000015994;Fnta;8;26488750;26505678;-1
ENSMUSG00000016018;Mtrex;13;113003952;113063932;-1
ENSMUSG00000016024;Lbp;2;158148413;158174772;1
ENSMUSG00000016028;Celsr1;15;85783130;85918404;-1
ENSMUSG00000016087;Fli1;9;32333500;32454157;-1
ENSMUSG00000016128;Stard13;5;150960975;151157301;-1
ENSMUSG00000016150;Tenm1;X;41616743;42518003;-1
ENSMUSG00000016181;Utp25;1;192773412;192812580;-1
ENSMUSG00000016194;Hsd11b1;1;192903942;192946383;-1
ENSMUSG00000016200;Syt14;1;192573541;192718083;-1
ENSMUSG00000016206;H2-M3;17;37581111;37585375;1
ENSMUSG00000016239;Lonrf3;X;35592006;35625994;1
ENSMUSG00000016252;Atp5e;2;174302865;174305898;-1
ENSMUSG00000016253;Nelfcd;2;174257597;174269295;1
ENSMUSG00000016256;Ctsz;2;174269286;174280832;-1
ENSMUSG00000016257;Prelid3b;2;174306860;174314874;-1
ENSMUSG00000016262;Sertad4;1;192526796;192538064;-1
ENSMUSG00000016308;Ube2a;X;36137553;36147875;1
ENSMUSG00000016319;Slc25a5;X;36059304;36062460;1
ENSMUSG00000016327;Atp1b4;X;37405061;37425646;1
ENSMUSG00000016344;Ppdpf;2;180829040;180830564;1
ENSMUSG00000016346;Kcnq2;2;180717372;180777093;-1
ENSMUSG00000016356;Col20a1;2;180628328;180660156;1
ENSMUSG00000016382;Pls3;X;74829260;74918788;-1
ENSMUSG00000016386;Mpped2;2;106523614;106698701;1
ENSMUSG00000016409;Nkap;X;36390448;36414399;1
ENSMUSG00000016427;Ndufa1;X;36451241;36454816;-1
ENSMUSG00000016458;Wt1;2;104956874;105003961;1
ENSMUSG00000016477;E2f3;13;30090558;30170046;-1
ENSMUSG00000016481;Cr1l;1;194779690;194813894;-1
ENSMUSG00000016487;Ppfibp1;6;146789985;146933523;1
ENSMUSG00000016493;Cd46;1;194719134;194774557;-1
ENSMUSG00000016494;Cd34;1;194621127;194643587;1
ENSMUSG00000016495;Plgrkt;19;29325999;29344790;-1
ENSMUSG00000016496;Cd274;19;29344855;29365495;1
ENSMUSG00000016503;Gtf3a;5;146885467;146892424;1
ENSMUSG00000016510;Mtif3;5;146888383;146900610;-1
ENSMUSG00000016520;Lnx2;5;146953465;147013396;-1
ENSMUSG00000016526;Dyrk3;1;131055192;131066077;-1
ENSMUSG00000016528;Mapkapk2;1;130981437;131025563;-1
ENSMUSG00000016534;Lamp2;X;37490234;37545331;-1
ENSMUSG00000016541;Atxn10;15;85220446;85347413;1
ENSMUSG00000016552;Foxred2;15;77824722;77840922;-1
ENSMUSG00000016554;Eif3d;15;77843198;77855013;-1
ENSMUSG00000016559;H3f3b;11;115912738;115918788;-1
ENSMUSG00000016619;Nup50;15;84807612;84827164;1
ENSMUSG00000016624;Phf21b;15;84669582;84740250;-1
ENSMUSG00000016637;Ift27;15;78043663;78058307;-1
ENSMUSG00000016664;Pacsin2;15;83259808;83348807;-1
ENSMUSG00000016756;Cmah;13;24511387;24661360;1
ENSMUSG00000016757;Ttll12;15;83459291;83479358;-1
ENSMUSG00000016758;Bik;15;83411063;83428835;1
ENSMUSG00000016763;Scube1;15;83489200;83609222;-1
ENSMUSG00000016831;Tox4;14;52516603;52533858;1
ENSMUSG00000016833;Mrps18c;5;100946493;100952337;1
ENSMUSG00000016918;Sulf1;1;12762501;12931416;1
ENSMUSG00000016921;Srsf6;2;162773448;162779041;1
ENSMUSG00000016933;Plcg1;2;160573220;160617680;1
ENSMUSG00000016940;Kctd2;11;115310954;115322100;1
ENSMUSG00000016946;Kctd5;17;24266708;24292459;-1
ENSMUSG00000016984;Etaa1;11;17888756;17903875;-1
ENSMUSG00000016995;Matn4;2;164231313;164247080;-1
ENSMUSG00000017002;Slpi;2;164195990;164231015;-1
ENSMUSG00000017009;Sdc4;2;164266167;164285807;-1
ENSMUSG00000017057;Il13ra1;X;35375763;35434912;1
ENSMUSG00000017119;Nbr1;11;101442975;101472777;1
ENSMUSG00000017132;Cyth1;11;118022845;118139418;-1
ENSMUSG00000017144;Rnd3;2;51020450;51039123;-1
ENSMUSG00000017146;Brca1;11;101379590;101442781;-1
ENSMUSG00000017167;Cntnap1;11;101061349;101081550;1
ENSMUSG00000017176;Nt5c3b;11;100313147;100332634;-1
ENSMUSG00000017188;Coa3;11;101168794;101169940;-1
ENSMUSG00000017204;Gsdma;11;98555177;98568534;1
ENSMUSG00000017210;Med24;11;98595417;98620261;-1
ENSMUSG00000017211;Gsdma2;11;98537585;98548790;1
ENSMUSG00000017221;Psmd3;11;98573380;98586805;1
ENSMUSG00000017264;Exosc10;4;148642886;148666858;1
ENSMUSG00000017286;Glod4;11;76011813;76134551;-1
ENSMUSG00000017288;Vps53;11;75937052;76070473;-1
ENSMUSG00000017291;Taok1;11;77419988;77498641;-1
ENSMUSG00000017299;Dnttip1;2;164587903;164610527;1
ENSMUSG00000017307;Acot8;2;164634685;164646802;-1
ENSMUSG00000017309;Cd300lg;11;101932335;101946446;1
ENSMUSG00000017314;Mpp2;11;101947841;101979341;-1
ENSMUSG00000017376;Nlk;11;78457994;78588199;-1
ENSMUSG00000017386;Traf4;11;78049325;78056415;-1
ENSMUSG00000017390;Aldoc;11;78213794;78218607;1
ENSMUSG00000017404;Rpl19;11;97917536;97921318;1
ENSMUSG00000017405;Nek8;11;78056932;78067501;-1
ENSMUSG00000017412;Cacnb4;2;52318332;52566843;-1
ENSMUSG00000017417;Plxdc1;11;97814064;97877270;-1
ENSMUSG00000017418;Arl5b;2;15054206;15087267;1
ENSMUSG00000017421;Zfp207;11;80274105;80296559;1
ENSMUSG00000017428;Psmd11;11;80319441;80364074;1
ENSMUSG00000017446;C1qtnf1;11;118319029;118340789;1
ENSMUSG00000017453;Pipox;11;77771441;77784922;-1
ENSMUSG00000017466;Timp2;11;118191895;118246566;-1
ENSMUSG00000017478;Zc3h18;8;123103348;123144099;1
ENSMUSG00000017485;Top2b;14;6034301;6104584;-1
ENSMUSG00000017491;Rarb;14;5650540;6038924;1
ENSMUSG00000017493;Igfbp4;11;98932070;98945218;1
ENSMUSG00000017499;Cdc6;11;98798627;98814766;1
ENSMUSG00000017548;Suz12;11;79883932;79924949;1
ENSMUSG00000017550;Atad5;11;79980226;80026620;1
ENSMUSG00000017561;Crlf3;11;79937319;79971817;-1
ENSMUSG00000017607;Tns4;11;98956504;98980132;-1
ENSMUSG00000017615;Tnfaip1;11;78413676;78427158;-1
ENSMUSG00000017631;Abr;11;76307560;76514384;-1
ENSMUSG00000017639;Rab11fip4;11;79482038;79588849;1
ENSMUSG00000017652;Cd40;2;164897547;164914868;1
ENSMUSG00000017664;Slc35c2;2;165118474;165129789;-1
ENSMUSG00000017667;Zfp334;2;165216184;165230179;-1
ENSMUSG00000017670;Elmo2;2;165129951;165168399;-1
ENSMUSG00000017677;Wsb1;11;79130198;79145497;-1
ENSMUSG00000017679;Ttpal;2;163444234;163460933;1
ENSMUSG00000017686;Rhot1;11;80099845;80158733;1
ENSMUSG00000017688;Hnf4g;3;3573090;3723112;1
ENSMUSG00000017692;Rhbdl3;11;80191738;80246781;1
ENSMUSG00000017697;Ada;2;163568504;163592159;-1
ENSMUSG00000017707;Serinc3;2;163465192;163487051;-1
ENSMUSG00000017713;Tha1;11;117758778;117764307;-1
ENSMUSG00000017715;Pgs1;11;117877118;117914837;1
ENSMUSG00000017716;Birc5;11;117740077;117746569;1
ENSMUSG00000017718;Afmid;11;117716750;117730734;1
ENSMUSG00000017721;Pigt;2;164339440;164350221;1
ENSMUSG00000017723;Wfdc2;2;164404333;164410430;1
ENSMUSG00000017734;Dbndd2;2;164328026;164335239;1
ENSMUSG00000017740;Slc12a5;2;164802722;164841651;1
ENSMUSG00000017747;Ghdc;11;100656858;100661783;-1
ENSMUSG00000017754;Pltp;2;164681438;164699631;-1
ENSMUSG00000017756;Slc12a7;13;73881213;73964873;1
ENSMUSG00000017760;Ctsa;2;164674793;164682952;1
ENSMUSG00000017764;Zswim1;2;164664606;164668791;1
ENSMUSG00000017765;Slc12a4;8;106670222;106692729;-1
ENSMUSG00000017774;Myo1c;11;75541330;75564736;1
ENSMUSG00000017776;Crk;11;75570085;75597734;1
ENSMUSG00000017778;Cox7c;13;86192935;86195023;-1
ENSMUSG00000017781;Pitpna;11;75478923;75519630;1
ENSMUSG00000017801;Mlx;11;100978103;100983033;1
ENSMUSG00000017802;Retreg3;11;100987148;101010719;-1
ENSMUSG00000017830;Dhx58;11;100585710;100595097;-1
ENSMUSG00000017831;Rab5a;17;53786262;53814708;1
ENSMUSG00000017837;Nkiras2;11;100510070;100518433;1
ENSMUSG00000017843;Ppp2r5c;12;110413554;110549496;1
ENSMUSG00000017858;Ift52;2;162859274;162888061;1
ENSMUSG00000017861;Mybl2;2;162896607;162926608;1
ENSMUSG00000017868;Sgk2;2;162829250;162856047;1
ENSMUSG00000017897;Eya2;2;165436952;165613647;1
ENSMUSG00000017929;B4galt5;2;167140364;167191103;-1
ENSMUSG00000017950;Hnf4a;2;163348728;163414830;1
ENSMUSG00000017978;Cadps2;6;23262772;23839420;-1
ENSMUSG00000017999;Ddx27;2;166857113;166876867;1
ENSMUSG00000018001;Cyth3;5;143608202;143696005;1
ENSMUSG00000018008;Cyth4;15;78481247;78506219;1
ENSMUSG00000018012;Rac3;11;120612296;120614795;1
ENSMUSG00000018040;Rrp7a;15;82997634;83007002;-1
ENSMUSG00000018042;Cyb5r3;15;83037695;83056793;-1
ENSMUSG00000018068;Ints2;11;86101507;86148401;-1
ENSMUSG00000018076;Med13l;5;118698744;118903503;1
ENSMUSG00000018102;H2bc4;13;23868182;23876891;1
ENSMUSG00000018126;Baiap2l2;15;79142395;79169737;-1
ENSMUSG00000018143;Mafk;5;139777268;139788408;1
ENSMUSG00000018160;Med1;11;98042980;98084119;-1
ENSMUSG00000018166;Erbb3;10;128403392;128425521;-1
ENSMUSG00000018167;Stard3;11;98249194;98271938;1
ENSMUSG00000018168;Ikzf3;11;98355728;98436857;-1
ENSMUSG00000018169;Mfng;15;78640082;78657675;-1
ENSMUSG00000018171;Vmp1;11;86474691;86574662;-1
ENSMUSG00000018189;Uchl5;1;143653010;143683204;1
ENSMUSG00000018196;Glrx2;1;143592076;143625414;1
ENSMUSG00000018199;Ro60;1;143626528;143652806;-1
ENSMUSG00000018209;Stk4;2;163912242;163997444;1
ENSMUSG00000018211;Wfdc15b;2;164056374;164063580;-1
ENSMUSG00000018217;Pmp22;11;63019808;63050373;1
ENSMUSG00000018239;Zcchc10;11;53215506;53224128;1
ENSMUSG00000018263;Tbx5;5;119970733;120023284;1
ENSMUSG00000018286;Psmb6;11;70416193;70418684;1
ENSMUSG00000018287;Spag7;11;70554597;70560242;-1
ENSMUSG00000018293;Pfn1;11;70542676;70545470;-1
ENSMUSG00000018322;Tomm34;2;163895460;163913089;-1
ENSMUSG00000018326;Ywhab;2;163836880;163860508;1
ENSMUSG00000018334;Ksr1;11;78904266;79037233;-1
ENSMUSG00000018339;Gpx3;11;54793279;54801203;1
ENSMUSG00000018340;Anxa6;11;54869934;54924271;-1
ENSMUSG00000018347;Zkscan6;11;65698001;65720065;1
ENSMUSG00000018362;Kpna2;11;106879455;106890367;-1
ENSMUSG00000018363;Smurf2;11;106710892;106811541;-1
ENSMUSG00000018372;Cep95;11;106680078;106710756;1
ENSMUSG00000018377;Vezf1;11;87959105;87975555;1
ENSMUSG00000018378;Cuedc1;11;87988884;88084966;1
ENSMUSG00000018379;Srsf1;11;87938199;87944581;1
ENSMUSG00000018381;Abi3;11;95720900;95733302;-1
ENSMUSG00000018387;Shroom1;11;53348032;53358593;1
ENSMUSG00000018395;Kif3a;11;53458206;53492794;1
ENSMUSG00000018398;Septin8;11;53410084;53440392;1
ENSMUSG00000018401;Mtmr4;11;87482988;87507128;1
ENSMUSG00000018405;Mrm1;11;84703887;84710341;-1
ENSMUSG00000018411;Mapt;11;104122216;104222916;1
ENSMUSG00000018412;Kansl1;11;104224055;104359687;-1
ENSMUSG00000018415;Gid4;11;60307971;60341753;1
ENSMUSG00000018417;Myo1b;1;51788924;51955230;-1
ENSMUSG00000018425;Dhx40;11;86659672;86698572;-1
ENSMUSG00000018427;Ypel2;11;86827251;86884533;-1
ENSMUSG00000018428;Akap1;11;88721618;88755412;-1
ENSMUSG00000018433;Nol11;11;107057489;107080207;-1
ENSMUSG00000018442;Derl2;11;70897990;70910667;-1
ENSMUSG00000018446;C1qbp;11;70868662;70873852;-1
ENSMUSG00000018449;Rpain;11;70861039;70868659;1
ENSMUSG00000018459;Slc13a3;2;165246948;165315150;-1
ENSMUSG00000018474;Chd3;11;69234099;69260232;-1
ENSMUSG00000018476;Kdm6b;11;69289334;69304501;-1
ENSMUSG00000018481;Appbp2;11;85078088;85125956;-1
ENSMUSG00000018486;Wnt9b;11;103618190;103640647;-1
ENSMUSG00000018500;Adora2b;11;62139810;62157279;1
ENSMUSG00000018501;Ncor1;11;62207252;62349367;-1
ENSMUSG00000018507;Trpv2;11;62465312;62491341;1
ENSMUSG00000018509;Cenpv;11;62415772;62430087;-1
ENSMUSG00000018537;Pcgf2;11;97579649;97591323;-1
ENSMUSG00000018541;Cwc25;11;97636307;97657382;-1
ENSMUSG00000018547;Pip4k2b;11;97605983;97635530;-1
ENSMUSG00000018548;Trim37;11;87017903;87111509;1
ENSMUSG00000018554;Ybx2;11;69826622;69832431;1
ENSMUSG00000018559;Ctdnep1;11;69871982;69881427;1
ENSMUSG00000018565;Elp5;11;69859048;69873343;-1
ENSMUSG00000018566;Slc2a4;11;69833365;69839014;-1
ENSMUSG00000018567;Gabarap;11;69881969;69885777;1
ENSMUSG00000018569;Cldn7;11;69855605;69858711;1
ENSMUSG00000018570;2810408A11Rik;11;69788178;69791813;-1
ENSMUSG00000018572;Phf23;11;69886603;69890835;1
ENSMUSG00000018574;Acadvl;11;69901009;69906237;-1
ENSMUSG00000018581;Dnah11;12;117841717;118162778;-1
ENSMUSG00000018583;G3bp1;11;55360511;55395664;1
ENSMUSG00000018585;Atox1;11;55337467;55352065;-1
ENSMUSG00000018593;Sparc;11;55285326;55314009;-1
ENSMUSG00000018595;Glra4;X;135658423;135680890;-1
ENSMUSG00000018599;Mief2;11;60619224;60623777;1
ENSMUSG00000018604;Tbx3;5;119808734;119822789;1
ENSMUSG00000018620;Mmp20;9;7628232;7674980;1
ENSMUSG00000018623;Mmp7;9;7692091;7699586;1
ENSMUSG00000018648;Dusp14;11;83938867;83960087;-1
ENSMUSG00000018651;Tada2a;11;83969746;84020426;-1
ENSMUSG00000018654;Ikzf1;11;11635003;11722926;1
ENSMUSG00000018659;Pnpo;11;96828651;96834812;-1
ENSMUSG00000018661;Cog1;11;113539995;113557880;1
ENSMUSG00000018666;Cbx1;11;96679953;96699466;1
ENSMUSG00000018669;Cdk5rap3;11;96798252;96807322;-1
ENSMUSG00000018672;Copz2;11;96740696;96752029;1
ENSMUSG00000018677;Slc25a39;11;102293811;102298772;-1
ENSMUSG00000018678;Sp2;11;96844167;96873785;-1
ENSMUSG00000018697;Aatf;11;84313681;84404348;-1
ENSMUSG00000018698;Lhx1;11;84409110;84416361;-1
ENSMUSG00000018707;Dync1h1;12;110567886;110633379;1
ENSMUSG00000018727;Cpsf4l;11;113588998;113600843;-1
ENSMUSG00000018733;Pex12;11;83185468;83193412;-1
ENSMUSG00000018736;Ndel1;11;68712260;68762684;-1
ENSMUSG00000018740;Slc25a35;11;68858957;68865191;1
ENSMUSG00000018750;Zbtb4;11;69656738;69674849;1
ENSMUSG00000018752;Tnfsfm13;11;69573403;69586924;-1
ENSMUSG00000018761;Mpdu1;11;69547523;69553468;-1
ENSMUSG00000018765;Fxr2;11;69523816;69544123;1
ENSMUSG00000018770;Atp5g3;2;73738791;73741670;-1
ENSMUSG00000018774;Cd68;11;69555039;69556979;-1
ENSMUSG00000018796;Acsl1;8;46924074;46989088;1
ENSMUSG00000018800;Abca5;11;110160195;110228542;-1
ENSMUSG00000018809;Smyd4;11;75239259;75296531;1
ENSMUSG00000018819;Lsp1;7;142014546;142048604;1
ENSMUSG00000018820;Zfyve27;19;42152390;42183029;1
ENSMUSG00000018821;Avpi1;19;42111712;42117498;-1
ENSMUSG00000018830;Myh11;16;14012399;14109236;-1
ENSMUSG00000018841;Rad51d;11;82767260;82781440;-1
ENSMUSG00000018845;Unc45b;11;82801376;82834229;1
ENSMUSG00000018846;Pank3;11;35660311;35682112;1
ENSMUSG00000018848;Rars;11;35699208;35725333;-1
ENSMUSG00000018849;Wwc1;11;35729227;35871354;-1
ENSMUSG00000018858;Mrpl58;11;115294578;115303500;1
ENSMUSG00000018861;Fdxr;11;115158850;115167876;-1
ENSMUSG00000018865;Sult4a1;15;83960298;83989955;-1
ENSMUSG00000018882;Mrpl45;11;97206542;97220746;1
ENSMUSG00000018899;Irf1;11;53660841;53669200;1
ENSMUSG00000018900;Slc22a5;11;53755368;53782486;-1
ENSMUSG00000018906;P4ha2;11;53990921;54022491;1
ENSMUSG00000018909;Arrb1;7;99184673;99255978;1
ENSMUSG00000018920;Cxcl16;11;70344809;70350810;-1
ENSMUSG00000018921;Pelp1;11;70283709;70300857;-1
ENSMUSG00000018923;Med11;11;70342745;70344553;1
ENSMUSG00000018927;Ccl6;11;83478708;83483913;-1
ENSMUSG00000018931;Natd1;11;60793072;60805576;-1
ENSMUSG00000018932;Map2k3;11;60822859;60843637;1
ENSMUSG00000018965;Ywhah;5;33176160;33185310;1
ENSMUSG00000018973;Hoxb1;11;96256578;96259082;1
ENSMUSG00000018974;Sart3;5;113880507;113910571;-1
ENSMUSG00000018983;E2f2;4;135899705;135923368;1
ENSMUSG00000018995;Nars2;7;96600712;96713965;1
ENSMUSG00000018999;Slc35b4;6;34130315;34154046;-1
ENSMUSG00000019039;Dalrd3;9;108447085;108449973;1
ENSMUSG00000019054;Fis1;5;136982129;136995088;1
ENSMUSG00000019055;Plod1;4;147994210;148021224;-1
ENSMUSG00000019066;Rab3d;9;21818787;21829488;-1
ENSMUSG00000019080;Mfsd3;15;76585665;76588439;1
ENSMUSG00000019082;Slc25a22;7;141009657;141017805;-1
ENSMUSG00000019087;Atp6ap1;X;73340703;73348327;1
ENSMUSG00000019088;Dnase1l1;X;73316823;73325943;-1
ENSMUSG00000019122;Ccl9;11;83463745;83469462;-1
ENSMUSG00000019124;Scrn1;6;54478158;54543474;-1
ENSMUSG00000019132;BC005537;13;24985640;25000180;1
ENSMUSG00000019139;Isyna1;8;71047023;71049940;1
ENSMUSG00000019143;Hars2;18;36916061;36925615;1
ENSMUSG00000019146;Cacng2;15;77875948;78004228;-1
ENSMUSG00000019158;Tmem160;7;16186704;16189419;1
ENSMUSG00000019173;Rab5c;11;100605835;100629041;-1
ENSMUSG00000019178;Styxl1;5;135776074;135807239;-1
ENSMUSG00000019179;Mdh2;5;135807334;135819252;1
ENSMUSG00000019188;H13;2;152511381;152550590;1
ENSMUSG00000019189;Rnf145;11;44409791;44456347;1
ENSMUSG00000019194;Scn1b;7;30815949;30826428;-1
ENSMUSG00000019210;Atp6v1e1;6;120771266;120799754;-1
ENSMUSG00000019214;Chtf18;17;25937900;25946393;-1
ENSMUSG00000019230;Lhx9;1;138752924;138776315;-1
ENSMUSG00000019232;Etnppl;3;130411097;130431170;1
ENSMUSG00000019235;Rps6kl1;12;85182023;85198038;-1
ENSMUSG00000019254;Ppp1r12c;7;4484519;4504679;-1
ENSMUSG00000019256;Ahr;12;35547973;35585037;-1
ENSMUSG00000019261;Map1s;8;71358576;71370173;1
ENSMUSG00000019278;Dpep1;8;123912981;123928551;1
ENSMUSG00000019295;Tmem129;5;33810560;33815760;-1
ENSMUSG00000019297;Nop9;14;55983150;55992957;1
ENSMUSG00000019302;Atp6v0a1;11;100900278;100954545;1
ENSMUSG00000019303;Psmc3ip;11;100982649;100986262;-1
ENSMUSG00000019312;Grb7;11;98337220;98346199;1
ENSMUSG00000019320;Noxo1;17;24915208;24919503;1
ENSMUSG00000019326;Aoc3;11;101221431;101232764;1
ENSMUSG00000019338;Zfp687;3;94913901;94922759;-1
ENSMUSG00000019362;D8Ertd738e;8;84972867;84976348;-1
ENSMUSG00000019370;Calm3;7;16649304;16658039;-1
ENSMUSG00000019373;Cops3;11;59708621;59730664;-1
ENSMUSG00000019428;Fkbp8;8;70980374;70987978;1
ENSMUSG00000019432;Ddx39b;17;35460722;35472683;1
ENSMUSG00000019433;Gipc1;8;84379306;84391323;1
ENSMUSG00000019437;Tlcd1;11;78067537;78072735;1
ENSMUSG00000019461;Plscr3;11;69737202;69742884;1
ENSMUSG00000019464;Ptger1;8;84393307;84399382;1
ENSMUSG00000019467;Arhgef25;10;127018394;127025952;-1
ENSMUSG00000019470;Xab2;8;3658421;3671316;-1
ENSMUSG00000019471;Cdc37;9;21044518;21061278;-1
ENSMUSG00000019478;Rab4a;8;124532724;124562026;1
ENSMUSG00000019487;Trip10;17;57556455;57570665;1
ENSMUSG00000019494;Cops6;5;138159333;138162908;1
ENSMUSG00000019505;Ubb;11;62441997;62444039;1
ENSMUSG00000019518;Ap4m1;5;138170264;138178691;1
ENSMUSG00000019528;Gyg;3;20176248;20209481;-1
ENSMUSG00000019539;Rcn3;7;44732337;44741645;-1
ENSMUSG00000019558;Slc6a8;X;72716756;72726108;1
ENSMUSG00000019564;Arid3a;10;79762877;79790852;1
ENSMUSG00000019577;Pdk4;6;5483351;5496309;-1
ENSMUSG00000019578;Ubxn6;17;56374045;56382028;-1
ENSMUSG00000019579;Mydgf;17;56482744;56490920;-1
ENSMUSG00000019590;Cyb561;11;105824528;105844162;-1
ENSMUSG00000019647;Sema6a;18;47368665;47501937;-1
ENSMUSG00000019659;Ccdc12;9;110485571;110540674;1
ENSMUSG00000019689;Fmc1;6;38510437;38516384;1
ENSMUSG00000019699;Akt3;1;176847639;177085769;-1
ENSMUSG00000019710;Mrpl24;3;87826813;87830979;1
ENSMUSG00000019715;Gle1;2;29825438;29850383;1
ENSMUSG00000019718;L3hypdh;12;72120202;72132213;-1
ENSMUSG00000019726;Lyst;13;13764982;13953388;1
ENSMUSG00000019731;Slc35e1;8;73234485;73246458;-1
ENSMUSG00000019732;Calr3;8;73178020;73197714;-1
ENSMUSG00000019734;Tmc4;7;3668789;3680552;-1
ENSMUSG00000019737;Syne4;7;30014232;30018471;1
ENSMUSG00000019738;Polr2i;7;29931373;29932815;1
ENSMUSG00000019756;Prl8a1;13;27757905;27766154;-1
ENSMUSG00000019761;Krt10;11;99276080;99280190;-1
ENSMUSG00000019762;Iyd;10;3490240;3504877;1
ENSMUSG00000019763;Rmnd1;10;4351915;4382388;-1
ENSMUSG00000019767;Ccdc170;10;4432502;4512231;1
ENSMUSG00000019768;Esr1;10;4561593;4955614;1
ENSMUSG00000019772;Vip;10;5589218;5597617;1
ENSMUSG00000019773;Fbxo5;10;5749160;5755600;-1
ENSMUSG00000019774;Mtrf1l;10;5761887;5773910;-1
ENSMUSG00000019775;Rgs17;10;5775663;5872400;-1
ENSMUSG00000019777;Hdac2;10;36850540;36877885;1
ENSMUSG00000019779;Frk;10;34359395;34487274;1
ENSMUSG00000019782;Rwdd1;10;33872551;33895620;-1
ENSMUSG00000019789;Hey2;10;30708355;30718797;-1
ENSMUSG00000019790;Stxbp5;10;9631291;9776823;-1
ENSMUSG00000019791;Hint3;10;30484137;30505628;-1
ENSMUSG00000019792;Trmt11;10;30410221;30476745;-1
ENSMUSG00000019794;Katna1;10;7601764;7638914;1
ENSMUSG00000019795;Pcmt1;10;7505137;7556900;-1
ENSMUSG00000019796;Lrp11;10;7465564;7501247;1
ENSMUSG00000019797;Mtres1;10;43401129;43416990;-1
ENSMUSG00000019802;Sec63;10;42637492;42708510;1
ENSMUSG00000019803;Nr2e1;10;42437959;42459628;-1
ENSMUSG00000019804;Snx3;10;42378026;42411377;1
ENSMUSG00000019806;Aig1;10;13522798;13744724;-1
ENSMUSG00000019808;Adat2;10;13428638;13439120;1
ENSMUSG00000019809;Pex3;10;13399586;13428886;-1
ENSMUSG00000019810;Fuca2;10;13375284;13394779;1
ENSMUSG00000019813;Cep57l1;10;41594836;41685867;-1
ENSMUSG00000019814;Ltv1;10;13053884;13068912;-1
ENSMUSG00000019817;Plagl1;10;12936248;13007438;1
ENSMUSG00000019818;Cd164;10;41395410;41407044;1
ENSMUSG00000019820;Utrn;10;12257932;12745109;-1
ENSMUSG00000019822;Smpd2;10;41361638;41366365;-1
ENSMUSG00000019823;Mical1;10;41352310;41363028;1
ENSMUSG00000019826;Zbtb24;10;41326379;41341570;1
ENSMUSG00000019828;Grm1;10;10561803;10958100;-1
ENSMUSG00000019831;Wasf1;10;40759471;40814566;1
ENSMUSG00000019832;Rab32;10;10420746;10434009;-1
ENSMUSG00000019837;Gtf3c6;10;40123699;40134104;-1
ENSMUSG00000019838;Slc16a10;10;39909528;40018254;-1
ENSMUSG00000019841;Rev3l;10;39608114;39751207;1
ENSMUSG00000019842;Traf3ip2;10;39488930;39531303;1
ENSMUSG00000019843;Fyn;10;39244851;39441377;1
ENSMUSG00000019845;Tube1;10;39009972;39028538;1
ENSMUSG00000019846;Lama4;10;38841511;38986184;1
ENSMUSG00000019849;Prep;10;44943299;45043294;1
ENSMUSG00000019850;Tnfaip3;10;18876658;18891405;-1
ENSMUSG00000019851;Perp;10;18720768;18732821;1
ENSMUSG00000019852;Arfgef3;10;18457587;18619697;-1
ENSMUSG00000019853;Hebp2;10;18415246;18421824;-1
ENSMUSG00000019854;Reps1;10;17931609;18000903;1
ENSMUSG00000019856;Fam184a;10;53509241;53627219;-1
ENSMUSG00000019857;Asf1a;10;53472853;53485321;1
ENSMUSG00000019861;Gopc;10;52211946;52258220;-1
ENSMUSG00000019863;Qrsl1;10;43750184;43777741;-1
ENSMUSG00000019864;Rtn4ip1;10;43777803;43833197;1
ENSMUSG00000019866;Crybg1;10;43826632;44024849;-1
ENSMUSG00000019867;Gje1;10;14591367;14593958;-1
ENSMUSG00000019868;Vta1;10;14530499;14581304;-1
ENSMUSG00000019872;Smpdl3a;10;57670431;57687926;1
ENSMUSG00000019873;Reep3;10;66844968;66932724;-1
ENSMUSG00000019874;Fabp7;10;57660977;57664546;1
ENSMUSG00000019876;Pkib;10;57508077;57617208;1
ENSMUSG00000019877;Serinc1;10;57391870;57408626;-1
ENSMUSG00000019878;Hsf2;10;57362481;57389231;1
ENSMUSG00000019883;Echdc1;10;29189162;29223465;1
